auction	rent_returned_sol	closed_by	signature
EfLJqd4Bryi3oK8gRzheR31EvFYjbfC3cV84Fea9oMbj	0.018328640	railway keeper	4JQq8ujoKCxZG4iFFh2ksoPMVW5qVkqB2Q4UZSn9ofSCRUKPwjoHUZjBLcjd1dMun1X4zmYJrV543MdRwywH7g9C
EfTn2M19gxgGqZwdEQwJ5CRSNyJDRS1YKjDNp5VzR7Pe	0.018328640	recovery run	37KhX76aJuSoQaYDaQifNECDU5og4kGnhHErA66MQbWkyN2sziNQAmKuJgN51Hex3z5t3CzfuGJpimfm1juL38j8
EoJeD98qRoZa5ok3fMmpV9945QtYHN6rDTZE51xCRE4Y	0.018328640	recovery run	5R1GPUehyHNqpQPKcWrvSLGCFELHfAzf67WAYsw6i96jLfVVuuKdCogLFKJntYiGbB6CNk8eYLbLAtYeiLrFQhqq
EqCiMqSb1EnZMUJLMbSAvn8URMrQVwVo9JBqeWFi4ctt	0.018328640	recovery run	3fWgf1u33mQ4EboFAGaG8psN9xx94g9UjiornfASw1Zgw2eaC8PhbCNDS6SbR4xU1np4k9oiWMwWxkWtUQDu6aRt
EshsSco9kt4RVDF692qm41Q9sLEXaXusf4WpTghWRoCN	0.018328640	recovery run	rsLWJHLvY9TaN6NQaSuqP6oqiM1Qj1KkQJYfopUhnrc4xe6VWkHipn8pvDfhfQY3mdKAeB7WqVMnPMuvPD4vCGU
F51z7ddX4kpnc7Ppo3XurH51R6vzWXDtfbstV8rH7Phe	0.018328640	recovery run	4ogrwCkezJ89xyn8eBLuqF2Lt5pHVkP8d6hoeB9CQFLew3FUGzizBoH8xgqvi2wZfco5MYnVsTFJVXnQMChKpjDo
FESy1fLfZrgE5fnsh6LRpenbkkbBCtZyDsDWSMQ71cVD	0.018328640	recovery run	3u9eMQ7CFTBZwGZzKnp34491NxdGPNMBHTtfiMPp6eYszNdudd3hfzCNLjXzykytiQQYWiN47rU96KYJNBaSweUT
FHAS2s7ouy3g4xai4L2MJGTPaQZH1QbHkvxcu7zKBph3	0.018328640	recovery run	437n1RLX6KErP1F2fdgjEFk2aEoCayzJYgmjTCfbWVjJjDBYKV2erGw7Hqvm97kdvWpMvn6GTmqwNc7SoLU1R1au
FK2cUnCGatpmBMxdA2ymPnNwkTkFYWRkYNd6DeiLvyzn	0.018328640	recovery run	ryGE9tnsbHzE5T55BzLeSJ1Pw5nrUdNh9P2GcSc9wErgSPgQ44jmbxypfH691XWVCUHcELYeUJCAJ9MZp4gySMo
FVbgx8BCLE1KAov97V6WdAyqFATg3VKU5JEzSnqDvjNV	0.018328640	recovery run	Wo9sHazrmoay16v8sjZhSJ3GLwxuUkKq8S8Qg94mLmkKEvsuyjwPycBw6zQhnT3nGyt8mjNdHj65Kt3PxMGiLbL
FWmpuBcEMrRB1Tuy15RF3U9QZZByeABozzaPybqBgheQ	0.018328640	recovery run	5thHnmcsyYhM1jJdKVAXKRWjpiKE41sBxUTqsgxGGFMNcthh17t65GG3o9ez9vf9RVTqhgDKfcgDy3urerPxFDFG
FqTj7ZBUJ57KDBzQS4WfQeX2tXg3WMJhzGbJxKHNo5TT	0.018328640	recovery run	5dchjByEnear14WBzLcbb8T5vUsStZiJsVYhRQLpN8jK9rdVsRgG3qmkYkWzT6kY5hL8KRPkkmWG4pGqBK3jWaRJ
FsTmqm2rQcu6GMzCmAUgpTUeUSu9Wz6VeupZEdMVz8pX	0.018328640	recovery run	3U2fgBA3wtPCnQc6WedBssDVoqtA3aqVeeXHAGeWKLRpUiDfEsti4VbWvyjqzuYQWHVViyh8TZ4SgwuUHBNTDKb
FtZty9MVmejs7w833Wv8UZKavjeymhSuZ6MeENrhPuQr	0.018328640	railway keeper	61aYmBFKbLgkndmtQeg3uFRiquqhT7dQfHJ2iDy7veS698Cfwr77BVH5bJybLysMpAoZkZuQauDBSSkEUhN2uVBB
FzdvJ6BAhKVFdd3rdo8i74H65Zh9hiHVTwgCDCRHZqCB	0.018328640	railway keeper	2RxCRbEx9rRC8Wzbbu4C1W25RG6wMxfc5bq8XpLsKiz9m3cuN2HHwT81c4LcoH3MJEUYEbjHEb91jyZroB4TL3u7
G3EbzKE51orCNiJUTc5JJMVGyK1iHz4acVbjdiYfhz4Y	0.018328640	recovery run	532Wrypo92Au9nXDCWDnZFxzqpcsJhgqzEnK9CcFGUPY2bdUC2pmAuuRtLmQLWXew8zyjVYrad4DTa6UMMbCppzx
GVyN5dpMk2DFSrRDLjek83Skt6HFmzWbJDh7eZyyZWfs	0.018328640	railway keeper	2SRqYGNtujKSkJZXuJYqhr4BfP3yBvnLAMzLCjo14aVZUBzpLtTYJoBbD9w7czPnZ8tqymGE2hZwq2Wk8UzaqnUn
GdtrJZGFQ9L9GYGTwPQCBoEQw142wGZdXBfiUQNTFjmW	0.018328640	recovery run	4iH8Fnx1ENFweKJb8hiC6E1csY9fw4M3yWewMY67Sz3bAXVzJZc4rJ8jNTLmup4ppq7NXYgpGB1Fr17sxLrQsjqe
H63yyqzsgvramMssn2Pfq9CZq72yYpLPHDJZEu7hMf5X	0.018328640	recovery run	29FpFarzMNWkJcjJCuE4MZ7zzaQ8BVKSrWFhPjejWxkCC4ZzFe8um9zHErpjUo1842HKTwoC2cW3JRyuamB1FX4j
H8QdLVq9hV142BHXy5S9PcTgDcEM29oTr5VxeNry6s8y	0.018328640	recovery run	4Axf6A6AKda3uNfUweJS2AtG71UuFZWK8gjJLYpuzJRuj1JsZ4AViN5qUjEkG3vqhrvbAfgESukMTB5396VFbf4N
HAw5GomBkLanoXFLQemAEtTBYbp2g5pYrLS2rTgV1gxA	0.018328640	recovery run	kjdqdCbot77tujeP8GkszSYPPxto7d3fZQ6DQnGo9vQLfhLVgQqFbAKNj6qxGBANChPAZ9RfhTLzHtJUpHiX92n
HJvsnzxF6cS8yxFVKAn8jVGDPLh3PNVTtNrd66UDY78P	0.018328640	recovery run	RP71Lc9LDEYD1txHTUxq7an6T8Z5mdv7x8B5ccbRDCyhDErXobe3DLMWeCNshEdgDQWZBpbZcNir8xwjNgAo2a6
HcJSidmTEMHVZ84qzUxyJSbttVugQwQghM7NBsHYx6p8	0.018328640	recovery run	eagkWKviwYEMQKgSrMznDJKbHRJEQpCNzG37fgFBMBpnacNQwzS3YUvkPrpZk6aJHbVcwgkxsocewiF76U8jjPB
HctaMjWsUeJT7uapX2tTDqhsv3dwpdBt5Nj9e9Za8vgT	0.018328640	recovery run	4Sy2WqzLJpC5n5PBNfa6tDfZzbD7UzD2hn4SKjwC4p4hhhwpr3DP9tkL8hqdA8mUzdTxH4hu96HqJwpyPM3vqPSy
Hg8XkejZVgYMHy98JwwJe63FwxxGEaKvRMLzS9MyDJ6C	0.018328640	recovery run	2cUpx8cPEoqNNzAxrV3sWX9oE9wWitFXttw3EugP9wUMV73SCS5UiM11cWjvHKadcz85Lwcgn8SjG6Sh9A7odQdW
JCYMt5foSiZW1SSY8AHSz4nSnTa326To3X4u8oF5XQYC	0.018328640	recovery run	MUb13ZqcBFPWQKRj3jdutJqBffUb3g39srKdwZkF5rPHu8zScZ1YzpwkDaJM3ryftf43zhzib26LgYMSGpfBV3Q
786Tk7VfbzVMJJCbNM28UgaGZzEtXD6NrZmpiVjxGBrq	0.018328640	recovery run	313jH7zVgvYWeEgKx94j2YyU6s59wQ8tgQx9mPMtACooVK5tpNCGsF5h5XV6gsi5oYwrmkihYwGos1cH52rLWGUt
AFJtw3n2c9XABkaQN7ccxhyb8QHAGQJQsocTCXo8wtKq	0.018328640	recovery run	4r127fgHpKCu9sBH1LvGNVHXrS2Xr4mA2FaL38NozDpFzTnBXKJR7RVPTAPFGctCNPemGvU2Qm11LCYuLWxUbmCs
